"Mrs. Theresa Herring","LANG-3981"
"Jesse Stokes PhD","COGS-9667"
"Jerome Barrett","ECON-6575"
"Jerome Barrett","LANG-3488"
"Jerome Barrett","STSO-7793"
"Becky Cowan","LANG-5818"
"Becky Cowan","LANG-9275"
"Becky Cowan","ARCH-3204"
"Lauren Hodge","MGMT-5643"
"Lauren Hodge","ENGR-8635"
"Lauren Hodge","PSYC-8944"
"Edward Lin","ARCH-9302"
"Edward Lin","ENGR-3899"
"Mitchell Turner","CHEM-4366"
"Mitchell Turner","ECON-8673"
"Travis Sexton","BIOL-5328"
"Travis Sexton","ECON-5604"
"Jessica Bishop","PSYC-9315"
"Jessica Bishop","COGS-5132"
"Jessica Bishop","STSO-8036"
"Martin Moore","CSCI-7757"
"Martin Moore","ARCH-3204"
"Mark Tran","ITEC-4703"
"Mark Tran","ECON-1777"
"Mark Tran","ECON-2818"
"Allen Williams","ECON-2818"
"Allen Williams","PSYC-8244"
"Rebecca Hunter DDS","LANG-9426"
"Charles Wright","PSYC-1318"
"Alejandro Hill","ENGR-3462"
"Alejandro Hill","ECSE-7363"
"Alejandro Hill","BIOL-9858"
"Kimberly Moon","CHEM-7580"
"Kimberly Moon","ECON-7841"
"Kimberly Moon","ARCH-8432"
"Joshua Doyle","BIOL-1380"
"Kara Rodriguez","ARCH-7453"
"Kara Rodriguez","MGMT-8758"
"Stacy James","ITEC-5084"
"Stacy James","CHEM-8938"
"Victor Kirk","PSYC-1612"
"Victor Kirk","ECSE-2185"
"Victor Kirk","ITEC-4703"
"Heather Davenport","CHEM-1999"
"Jamie Davis","CHEM-2367"
"Jamie Davis","ARCH-8157"
"Brittney Long","ARCH-8843"
"Brittney Long","CHEM-7687"
"Laura Manning","ECSE-3306"
"Laura Manning","LANG-2714"
"Laura Manning","MATH-7041"
"Keith Washington","COGS-7911"
"Keith Washington","ITEC-3314"
"Keith Washington","STSO-5001"
"Miguel Walker","PSYC-6966"
"Tammy Walter","ENGR-4550"
"Tammy Walter","BIOL-3506"
"Rebecca Walker","ARCH-7841"
"Jillian Roman","ECSE-6866"
"Jillian Roman","ITEC-6550"
"Jillian Roman","LANG-5999"
"Sharon Shelton","CHEM-7955"
"Sharon Shelton","COGS-1059"
"William Kelley","LANG-1283"
"William Kelley","CSCI-9200"
"Keith Leonard","COGS-3077"
"Keith Leonard","ECON-5530"
"Keith Leonard","ITEC-4931"
"Sydney Fisher","MATH-4277"
"Sydney Fisher","LANG-4105"
"Linda Allen","ENGR-3191"
"Samantha Chavez","ECON-9573"
"Samantha Chavez","ECON-5803"
"Jennifer Newman","MGMT-3535"
"Jennifer Newman","ITEC-9116"
"David Palmer","CSCI-7722"
"David Palmer","ECSE-6690"
"Benjamin Knight","LANG-9426"
"Benjamin Knight","ENGR-4269"
"Benjamin Knight","PSYC-8737"
"Jeremy Hamilton","BIOL-2248"
"James Webb","CSCI-5536"
"James Webb","ITEC-6470"
"James Webb","MATH-9858"
"Rebecca Woods","LANG-5653"
"Charles Kelly","MATH-5879"
"Charles Kelly","MGMT-7196"
"David Escobar","CSCI-5085"
"David Escobar","ENGR-6942"
"David Escobar","LANG-2714"
"Vicki Fleming","COGS-2457"
"Vicki Fleming","PSYC-4598"
"Kaitlin Wang","ARCH-6473"
"Kaitlin Wang","ITEC-3314"
"Steven Bird","ENGR-9476"
"Jessica James","BIOL-2248"
"Michael Harris","MGMT-2368"
"Emily Meyer","ECSE-9748"
"Emily Meyer","BIOL-9270"
"Emily Meyer","BIOL-7732"
"Cesar Haley","COGS-8573"
"Cesar Haley","MATH-8420"
"Cesar Haley","STSO-6899"
"Dr. Jeffery Brown","CSCI-6872"
"Dr. Jeffery Brown","COGS-6893"
"Dr. Jeffery Brown","STSO-8384"
"Hector Douglas","MGMT-2128"
"Aaron Morrison","BIOL-4054"
"Aaron Morrison","MGMT-4733"
"Aaron Morrison","MGMT-2368"
"Maria Yoder","LANG-7417"
"Maria Yoder","ECSE-1491"
"Maria Yoder","MGMT-8778"
"Jose Peterson","ARCH-6473"
"Jose Peterson","CSCI-7722"
"Mark Taylor","CSCI-6607"
"Mark Taylor","BIOL-5098"
"Mark Taylor","ITEC-9261"
"Samantha Hall","ARCH-8097"
"Samantha Hall","CSCI-5884"
"Samantha Hall","ARCH-7453"
"Dylan Mitchell","LANG-4629"
"Dylan Mitchell","MGMT-2126"
"Cheryl Yates","STSO-6966"
"Cheryl Yates","ITEC-3472"
"Cheryl Yates","ECON-2203"
"Brianna Richardson","BIOL-5098"
"Brianna Richardson","CSCI-5536"
"Margaret Silva","STSO-5789"
"Margaret Silva","CSCI-1629"
"Anthony Phillips","MGMT-4611"
"Anthony Phillips","PSYC-1799"
"Alan Long","PSYC-9330"
"Susan Chapman","COGS-1776"
"Susan Chapman","ECSE-9948"
"Richard Burke","ECSE-4571"
"Richard Burke","LANG-2615"
"Richard Burke","ECON-2282"
"Patricia Fitzgerald","ECON-8138"
"Jordan Thomas","MATH-4884"
"Jordan Thomas","CHEM-5387"
"Austin George","ENGR-8234"
"Mrs. Samantha Duncan PhD","CHEM-1584"
"Mrs. Samantha Duncan PhD","CHEM-8938"
"Mrs. Samantha Duncan PhD","LANG-3488"
"Anthony Webb","ITEC-6550"
"Anthony Webb","LANG-8456"
"Julia Mcdaniel","ARCH-5291"
"Julia Mcdaniel","ITEC-3099"
"Julia Mcdaniel","ECON-8138"
"Danny Glover","CHEM-1584"
"Yvette Hines","CSCI-1157"
"Brett Patterson","PSYC-7620"
"Brett Patterson","ECSE-7483"
"Brett Patterson","LANG-1270"
"Melissa Gomez","LANG-3989"
"Melissa Gomez","MGMT-4520"
"Anthony Riley","CSCI-7746"
"Anthony Riley","BIOL-3506"
"Renee Weber","ARCH-8843"
"Thomas Brennan","ECON-5604"
"Daisy Murphy","STSO-3850"
"Samantha Chambers","BIOL-4692"
"Mark Levine","BIOL-4054"
"Mark Levine","STSO-7793"
"Mark Levine","ARCH-6473"
"Catherine Mcgee","PSYC-8075"
"Catherine Mcgee","PSYC-7502"
"Autumn Thomas","ITEC-6470"
"Thomas Montoya","STSO-5144"
"Kathleen Bauer","PSYC-4159"
"Kathleen Bauer","ECSE-9097"
"Kathleen Bauer","LANG-2464"
"Amber Holden","COGS-2623"
"Amber Holden","STSO-3144"
"Allison Wall","ARCH-8157"
"Allison Wall","PSYC-1471"
"Allison Wall","BIOL-1380"
"Adam Graham","CSCI-6607"
"Karen Gutierrez","CSCI-2137"
"Karen Gutierrez","LANG-8192"
"Karen Gutierrez","ENGR-3478"
"Edward Warren","CSCI-9624"
"Edward Warren","MGMT-8778"
"Edward Warren","BIOL-9328"
"Dr. Carla Jenkins","MGMT-8811"
"James Perez","ITEC-9478"
"Brian Williams","MGMT-5501"
"Anthony Flores","CSCI-2137"
"Anthony Flores","CSCI-1405"
"Laurie Wood","ENGR-5011"
"Laurie Wood","CHEM-4366"
"Kevin Mason","ITEC-6107"
"Kevin Mason","LANG-9426"
"Tiffany Jimenez","BIOL-9858"
"Tiffany Jimenez","ECSE-3674"
"Tiffany Jimenez","ITEC-6848"
"Amanda Taylor","CSCI-7722"
"Tammie Hughes","CHEM-7955"
"Tammie Hughes","CSCI-4126"
"Tammie Hughes","BIOL-1380"
"Jimmy Woods","MATH-5704"
"Jessica Rodriguez","STSO-5144"
"Jessica Rodriguez","MATH-4157"
"Carolyn Davis","MATH-7964"
"Christine Cruz","COGS-1059"
"William Sanchez","STSO-9202"
"William Sanchez","LANG-3981"
"William Sanchez","BIOL-9423"
"Lauren Rowland","ITEC-8653"
"Lauren Rowland","ECON-5604"
"Angela Osborne","ARCH-9302"
"Angela Osborne","BIOL-6506"
"Angela Osborne","MGMT-3637"
"Adam Patterson","BIOL-3506"
"Adam Patterson","LANG-3981"
"Natalie Richardson","MATH-9474"
"Natalie Richardson","CSCI-9644"
"Sheila Roberts","STSO-8384"
"Sheila Roberts","CSCI-5536"
"Sheila Roberts","ENGR-3899"
"Brandon Gay","STSO-1842"
"Brandon Gay","ECON-9767"
"Brandon Gay","CSCI-5630"
"Jamie Jones","LANG-6380"
"Jamie Jones","ARCH-9962"
"Jake Conway","BIOL-9107"
"Jake Conway","CHEM-1386"
"Mrs. Rachel Martin PhD","BIOL-3506"
"Joshua Herrera","ARCH-7686"
"Joshua Herrera","LANG-2714"
"Melissa Herman","STSO-7806"
"Melissa Herman","MATH-8932"
"Melissa Herman","BIOL-8223"
"Brianna Young","ARCH-9302"
"Brianna Young","ECON-9573"
"James Fletcher","ENGR-9278"
"James Fletcher","ENGR-3462"
"Barbara Higgins","ITEC-3263"
"Barbara Higgins","STSO-7793"
"Ryan Tyler","CSCI-9624"
"Henry Snyder","MGMT-2422"
"Henry Snyder","MGMT-4520"
"Henry Snyder","ECSE-7363"
"Leslie Davis","MGMT-8811"
"Leslie Davis","ITEC-6470"
"Leslie Davis","ARCH-8432"
"Annette Burton","LANG-3488"
"Suzanne Myers","MATH-9843"
"Suzanne Myers","LANG-8456"
"Brian Davis","MATH-4023"
"Brian Davis","MATH-6422"
"Brian Davis","STSO-3508"
"Breanna Walton","LANG-1682"
"Breanna Walton","STSO-3494"
"Breanna Walton","STSO-8384"
"Adam Glover","CSCI-8811"
"Edwin Horton","ECSE-3674"
"Jason Russell","STSO-8396"
"Jason Russell","CHEM-8435"
"Russell Neal","MGMT-4800"
"James Fox","PSYC-1471"
"James Fox","PSYC-7868"
"James Fox","ITEC-1345"
"Christopher Velez","PSYC-6453"
"Patricia Vargas","MGMT-3535"
"Patricia Vargas","ARCH-3338"
"Mark Massey","MATH-7964"
"Mark Massey","ENGR-6942"
"Mark Massey","ARCH-6473"
"John Sullivan","MATH-3894"
"Robert Krueger","MATH-3894"
"Carrie Frost","ECON-6169"
"Carrie Frost","MATH-2934"
"Kelsey Allen","MATH-2934"
"Kelsey Allen","BIOL-1217"
"Joseph Fisher","STSO-2266"
"Joseph Fisher","ITEC-2402"
"Brandon Faulkner","ENGR-3478"
"Brandon Faulkner","LANG-1270"
"Edwin Wallace","ITEC-8784"
"Rose Medina","LANG-6380"
"Rachel Sullivan","ITEC-1982"
"Rachel Sullivan","LANG-5653"
"Wanda Gould","MATH-9474"
"Richard Shepard","ECON-5604"
"Richard Shepard","CSCI-6607"
"Craig Wheeler","LANG-1278"
"Holly Harper","BIOL-4692"
"Holly Harper","ITEC-3472"
"Gregory Sherman","COGS-6575"
"Robert Saunders","MATH-1079"
"Richard Ortiz","ENGR-4942"
"Matthew Graham","ECON-8608"
"Matthew Graham","ITEC-9261"
"Matthew Graham","STSO-4319"
"Kara Weeks","COGS-8518"
"Dr. Raymond Dyer","ITEC-8784"
"Dr. Raymond Dyer","ITEC-2724"
"Dr. Raymond Dyer","COGS-7911"
"Karen Bowman","COGS-4318"
"Karen Bowman","ENGR-8669"
"Stephanie Hopkins","ECON-8138"
"Stephanie Hopkins","PSYC-4598"
"Stephanie Hopkins","LANG-3193"
"Travis Gray","ITEC-3084"
"Jennifer Patterson","ITEC-9478"
"Jennifer Patterson","BIOL-2248"
"Jennifer Patterson","PSYC-1471"
"Paula Wade","BIOL-7732"
"Paula Wade","CSCI-9644"
"Paula Wade","BIOL-4867"
"Crystal Park","CHEM-8435"
"Crystal Park","CHEM-4309"
"Eric Deleon","ECON-1471"
"Jo Hopkins","ECSE-6925"
"Ana Cook","BIOL-4692"
"Ana Cook","ARCH-7453"
"Ana Cook","LANG-9205"
"Shannon Evans","ITEC-8608"
"Linda Woodward","CHEM-3665"
"Zachary Wells","ITEC-8653"
"Zachary Wells","MATH-5669"
"Brian Hahn","COGS-2555"
"Sharon Dunn","ECON-2203"
"Sharon Dunn","MGMT-4733"
"Christie Wright","STSO-8203"
"Christie Wright","BIOL-7088"
"Christie Wright","CHEM-6508"
"April Garza","ITEC-9261"
"Ana Morgan","PSYC-8075"
"Ana Morgan","PSYC-5029"
"Ana Morgan","MGMT-4733"
"Tiffany Johnson","ITEC-6848"
"Samantha Chung","ARCH-8568"
"Samantha Chung","LANG-5999"
"Brianna Ford","ARCH-8843"
"Mary Barnett","CHEM-8182"
"Gabriel Stewart DDS","STSO-5001"
"Gabriel Stewart DDS","ARCH-3804"
"Kim Pollard","CSCI-1629"
"Kim Pollard","CSCI-9318"
"Allison Thompson","ITEC-2215"
"Allison Thompson","LANG-7473"
"Allison Thompson","ARCH-8157"
"Chelsea Bradley","MGMT-4611"
"Chelsea Bradley","COGS-9661"
"Chelsea Bradley","ARCH-7369"
"Carolyn Crane","ECON-9573"
"Amanda Hood","BIOL-4316"
"Amanda Hood","ITEC-8660"
"Thomas Anderson","PSYC-4159"
"Charles Gill","ITEC-4931"
"Tiffany Walker","ITEC-2018"
"Tiffany Walker","LANG-2464"
"Tiffany Walker","CHEM-8673"
"Matthew Lyons","MGMT-9704"
"Matthew Lyons","COGS-8518"
"Keith Elliott","BIOL-7711"
"John Morales","PSYC-5029"
"John Morales","BIOL-7088"
"John Morales","CHEM-2367"
"Robert Moore","MGMT-3637"
"Robert Moore","ARCH-4981"
"Robert Moore","ECON-7628"
"Michele Weiss","CSCI-9318"
"Michele Weiss","ARCH-3338"
"Michele Weiss","ECON-2203"
"Veronica Carpenter","LANG-2754"
"Veronica Carpenter","ECON-5413"
"Veronica Carpenter","ECSE-4324"
"Summer Weaver","MATH-1079"
"Richard Lane","STSO-7793"
"Dr. Jessica Cooper MD","BIOL-9107"
"Jeremy Landry","MATH-7041"
"Randy Smith","ECSE-8065"
"Randy Smith","MATH-4884"
"Alisha Rose","STSO-3144"
"Alisha Rose","PSYC-9168"
"Stephanie Osborne","MGMT-4733"
"Stephanie Osborne","COGS-9667"
"Dr. Melanie Snyder PhD","COGS-5132"
"Marcus Davidson","ECSE-1460"
"Kristina Powell","CHEM-5387"
"Michael Williams","ITEC-3358"
"Jim Smith","CSCI-1601"
"Jim Smith","STSO-3144"
"Diane Walters","COGS-8029"
"Diane Walters","STSO-2610"
"Vincent Love","PSYC-1799"
"Vincent Love","STSO-3133"
"David Wilkerson","CHEM-5099"
"Jimmy Oconnor","ECON-3253"
"Jimmy Oconnor","LANG-8367"
"Jimmy Oconnor","COGS-6716"
"Larry Tran","ECON-6876"
"Larry Tran","MGMT-8758"
"Todd Wang","LANG-5798"
"Todd Wang","CSCI-5884"
"Todd Wang","ITEC-8653"
"Douglas Miller","BIOL-9107"
"David Davis","CSCI-5536"
"Edward Garrett","MATH-5864"
"Edward Garrett","ENGR-3899"
"Christina Mclean","CSCI-2861"
"Monica Sanchez","ECON-5413"
"Monica Sanchez","CHEM-1386"
"Monica Sanchez","MGMT-6033"
"Brett Alexander II","CHEM-8435"
"Karen Reynolds","CSCI-2400"
"Karen Reynolds","ARCH-3804"
"Karen Reynolds","LANG-4629"
"Erica Rodriguez","PSYC-5254"
"Erica Rodriguez","ENGR-9476"
"Erica Rodriguez","PSYC-6051"
"Mr. Willie Poole","BIOL-6506"
"Mr. Willie Poole","MATH-5879"
"Mr. Willie Poole","CHEM-2959"
"Justin Cochran","PSYC-6051"
"Tyler Price","PSYC-8075"
"Tyler Price","CHEM-4267"
"Joanne Fisher","BIOL-5098"
"Joanne Fisher","CHEM-2562"
"Lisa Wilkinson","BIOL-7088"
"Lisa Wilkinson","CHEM-2566"
"Amy Hart","STSO-5001"
"Amy Hart","STSO-7793"
"Kevin Fleming","MATH-5704"
"Kevin Fleming","ECON-8869"
"Nancy Vargas","ITEC-5042"
"Nancy Vargas","CSCI-1777"
"Nancy Vargas","MGMT-3727"
"Michael Osborne","LANG-1278"
"Lisa Pitts","CSCI-3014"
"Lisa Pitts","BIOL-6076"
"Lisa Pitts","COGS-6575"
"Breanna Alexander","ITEC-9478"
"William Bruce","COGS-8518"
"Sally Sandoval","PSYC-8244"
"Emily Vargas","CSCI-8811"
"Jo Brown","MATH-4282"
"Jo Brown","CHEM-9381"
"Jo Brown","ENGR-4550"
"Joshua Thomas","ENGR-3191"
"Joshua Thomas","LANG-3989"
"Joshua Thomas","BIOL-6076"
"Danny Kent","MATH-5864"
"Nicole Avery","PSYC-4373"
"Albert Miller","BIOL-8647"
"Albert Miller","ITEC-9478"
"Albert Miller","ENGR-6942"
"Sean Ross","PSYC-1471"
"Mitchell Harris","ECON-9767"
"Mitchell Harris","CHEM-4263"
"Mitchell Harris","ECON-2818"
"Elizabeth Herrera","BIOL-6758"
"Elizabeth Herrera","STSO-4319"
"Elizabeth Herrera","COGS-3625"
"Allison Stephenson","COGS-3077"
"Allison Stephenson","ECSE-9748"
"Allison Stephenson","ARCH-7453"
"Chad Irwin","ECON-8608"
"Chad Irwin","ECON-5530"
"Chad Irwin","ARCH-2464"
"Emily Henderson","ECON-4118"
"Emily Henderson","PSYC-1505"
"Emily Henderson","LANG-3989"
"Victor Rios","CSCI-6607"
"Melissa Wilson","PSYC-9315"
"Melissa Wilson","ARCH-7369"
"Timothy Rosales","MGMT-8778"
"Timothy Rosales","STSO-1842"
"Timothy Rosales","ARCH-6185"
"Nancy Weber","LANG-1682"
"Nancy Weber","LANG-3989"
"Brandon Sanders","MGMT-2128"
"Brandon Sanders","MGMT-8778"
"Adrian Bell","BIOL-7088"
"Abigail Joyce","MGMT-3637"
"Abigail Joyce","BIOL-6426"
"Abigail Joyce","LANG-5421"
"Jerry Newton","ECON-8673"
"Andrea Pineda","COGS-7706"
"Kenneth Esparza","COGS-2555"
"Richard White","LANG-4384"
"Richard White","ECON-2010"
"Richard White","COGS-3037"
"Joanne Bridges","MGMT-9704"
"Joanne Bridges","STSO-4319"
"Joanne Bridges","ECON-4118"
"Don Mayo","STSO-8203"
"Don Mayo","LANG-3109"
"Don Mayo","BIOL-1217"
"Jessica Ayala","ARCH-7668"
"Jessica Ayala","MGMT-1644"
"Jessica Ayala","LANG-5818"
"Dominique Mueller","PSYC-1799"
"Dominique Mueller","MATH-5379"
"Dominique Mueller","CSCI-7708"
"Jennifer Gaines","COGS-7911"
"William Henderson","STSO-2963"
"William Henderson","ITEC-3472"
"Eric Gray","ITEC-8505"
"Troy Larsen","ITEC-2018"
"Troy Larsen","ARCH-3204"
"Elizabeth Jones","ITEC-5417"
"Roger Medina","CSCI-5884"
"Curtis Walker","PSYC-1471"
"Curtis Walker","BIOL-6758"
"Curtis Walker","BIOL-9328"
"Molly Vang","ITEC-4931"
"Molly Vang","ITEC-3358"
"Molly Vang","MGMT-3029"
"John Ewing","ECON-5803"
"Jennifer Robinson","MGMT-2126"
"Jessica Hahn","CHEM-7580"
"Jessica Hahn","ECON-9573"
"Jessica Hahn","ECSE-1864"
"Elizabeth Hart","LANG-4629"
"Elizabeth Hart","STSO-8036"
"Elizabeth Hart","ARCH-7668"
"Olivia Myers","STSO-5392"
"Olivia Myers","ENGR-4550"
"Olivia Myers","CHEM-8938"
"Anthony Pearson","CSCI-6658"
"Anthony Pearson","ECON-6169"
"Anthony Pearson","BIOL-7732"
"Deanna Allen","LANG-4384"
"Deanna Allen","PSYC-1499"
"Robert Reese","PSYC-1505"
"Robert Reese","CSCI-1629"
"Jessica Hutchinson","ITEC-8505"
"Christopher Lucero","CHEM-6508"
"Carolyn Dorsey","ECSE-8311"
"Keith Jones","ARCH-6185"
"Keith Jones","MATH-8079"
"Keith Jones","PSYC-1360"
"Steven Sutton","ENGR-9476"
"Tina Smith","MGMT-3637"
"Jessica Arnold","PSYC-2973"
"Jessica Arnold","MATH-3894"
"Robert Ewing","MGMT-8758"
"Robert Ewing","LANG-5653"
"Craig Turner","PSYC-4159"
"Craig Turner","ENGR-7382"
"Craig Turner","MATH-8079"
"Gerald Gallagher","CHEM-1963"
"Gerald Gallagher","MGMT-4611"
"Gerald Gallagher","ARCH-8432"
"Robert Pennington","CSCI-2861"
"Robert Pennington","LANG-5653"
"Kristen Houston","CHEM-1584"
"Kristen Houston","COGS-1059"
"Timothy Duke","PSYC-6051"
"Timothy Duke","ECON-4291"
"Timothy Duke","COGS-5132"
"Cassandra Chang","COGS-8009"
"Johnathan Rice","ARCH-9150"
"Matthew Odonnell","BIOL-7645"
"Matthew Odonnell","MGMT-4800"
"Matthew Odonnell","ITEC-2883"
"Paul Waters","STSO-5144"
"Mr. Paul Hill DVM","CHEM-4904"
"Mr. Paul Hill DVM","ECSE-4571"
"Mr. Paul Hill DVM","ECSE-7314"
"Stephen Warren","ECSE-5032"
"Patricia Rodriguez","ITEC-9478"
"Darlene Rogers","ECON-5803"
"Darlene Rogers","CHEM-8435"
"Carl Gonzales","CSCI-5085"
"Carl Gonzales","PSYC-9168"
"Carl Gonzales","ECON-8869"
"Jo Johnson","LANG-1283"
"Jo Johnson","ECON-8673"
"Mikayla Torres","COGS-9667"
"Aaron Wagner","ECSE-9186"
"Aaron Wagner","MATH-4045"
"Jessica Ayers","ARCH-8568"
"Jessica Ayers","STSO-5144"
"Jessica Ayers","CHEM-9716"
"Michael Brown","CHEM-9381"
"Michael Brown","ITEC-8660"
"Sheri Adams","ARCH-5291"
"Cathy Curtis","LANG-5421"
"Charlotte Gaines","ECSE-4324"
"Earl Hamilton","MGMT-2128"
"Earl Hamilton","ECON-3139"
"Donna Young","LANG-3981"
"Donna Young","ENGR-8578"
"Jasmine Sanchez","MATH-5356"
"Karen Rodriguez","BIOL-9107"
"Karen Rodriguez","ITEC-5685"
"Pamela Wilson","ITEC-8608"
"Jennifer Gomez","ECSE-9557"
"Jason Dickson","MATH-9474"
"Jason Dickson","ITEC-3084"
"Jason Dickson","MATH-4282"
"Charles Stewart","MATH-4282"
"Charles Stewart","CSCI-1405"
"Cody Martinez","ENGR-8635"
"Cody Martinez","PSYC-9168"
"Cody Martinez","MGMT-3535"
"Jamie James","ENGR-8711"
"Jamie James","LANG-9426"
"Jamie James","PSYC-7620"
"Krystal Campbell","MGMT-8811"
"William Anderson","MATH-8448"
"William Anderson","BIOL-6426"
"William Anderson","MATH-5394"
"Aaron Munoz","LANG-7473"
"Aaron Munoz","LANG-3193"
"Aaron Munoz","COGS-6893"
"Lisa Wilson","COGS-1363"
"Lisa Wilson","ITEC-5042"
"Lisa Wilson","CSCI-3633"
"Brian Landry","COGS-6330"
"Brian Landry","ARCH-2437"
"Dylan Harris","MATH-5704"
"Joy Wallace","MATH-1668"
"Joy Wallace","ENGR-8234"
"Michael Reid","STSO-8203"
"Michael Reid","STSO-8068"
"Michael Reid","STSO-8384"
"Pamela Oconnor","MATH-9858"
"Pamela Oconnor","ENGR-8838"
"Angela Mejia","MGMT-8758"
"Angela Mejia","ITEC-5042"
"Angela Mejia","CHEM-6508"
"Michael Ellis","MGMT-4733"
"Michael Ellis","LANG-2754"
"Kelsey Smith","CHEM-1584"
"Marcus Mejia","BIOL-4692"
"Marcus Mejia","BIOL-1380"
"Catherine Pearson","ITEC-6107"
"Catherine Pearson","MGMT-8758"
"Cassie Bradshaw","ARCH-8568"
"Cassie Bradshaw","STSO-8269"
"Gabriel Saunders","ENGR-8711"
"Gabriel Saunders","CSCI-7708"
"Johnny Howe","MATH-9858"
"Johnny Howe","BIOL-9270"
"Johnny Howe","BIOL-4316"
"Tiffany Escobar","MGMT-9350"
"Tiffany Escobar","COGS-4318"
"Krista Soto","ECON-3139"
"Krista Soto","PSYC-1471"
"Anthony Walls","ITEC-9478"
"Anthony Walls","ECON-4404"
"Anthony Walls","ECSE-2185"
"Kristina Ayers","COGS-2047"
"Kristina Ayers","COGS-8573"
"Kristina Ayers","CSCI-7708"
"Amy Lang","CSCI-6288"
"Amy Lang","BIOL-9858"
"Brandon Thompson","MGMT-8758"
"Brandon Thompson","MGMT-5501"
"Brandon Thompson","CHEM-1386"
"Kevin Wilson","LANG-9830"
"Kevin Wilson","BIOL-7711"
"Kevin Wilson","MGMT-9350"
"Matthew Summers","CSCI-8424"
"Heidi Thompson","COGS-6575"
"Alicia Boyd","LANG-1278"
"Alicia Boyd","ITEC-6107"
"Steven Wagner","ARCH-8147"
"George Stanley","CHEM-9716"
"George Stanley","CSCI-1777"
"George Stanley","LANG-9205"
"Isabella Wood","LANG-2754"
"Isabella Wood","ENGR-4384"
"Isabella Wood","COGS-1059"
"Warren Miller","ITEC-6848"
"Christopher Chapman","ECSE-6530"
"Christopher Chapman","ECSE-6690"
"Julie Roberts","COGS-2047"
"Julie Roberts","PSYC-2251"
"Julie Roberts","ITEC-5042"
"James Lang","COGS-1543"
"James Lang","ENGR-2938"
"Gina Robinson","ARCH-1790"
"Gina Robinson","CHEM-3665"
"Gina Robinson","LANG-5798"
"George Flores","PSYC-1318"
"George Flores","STSO-8396"
"George Flores","ECSE-2712"
"Ryan Stein","CSCI-5536"
"Ryan Stein","CSCI-6658"
"Cameron Williams","ENGR-9178"
"Cameron Williams","MATH-5704"
"Heather Shannon","ITEC-8608"
"Denise Mcdowell","STSO-6899"
"Denise Mcdowell","PSYC-1505"
"Christina Yates","MGMT-9704"
"Jennifer Daniels","LANG-3109"
"Jennifer Daniels","STSO-4319"
"Jennifer Daniels","ARCH-4612"
"Barbara Armstrong","MGMT-3535"
"Caroline Bailey","STSO-3494"
"James Hernandez","ECON-9818"
"James Hernandez","ARCH-3338"
"James Hernandez","ARCH-5996"
"Kimberly Pierce","ENGR-9178"
"Kimberly Pierce","ITEC-8505"
"Darryl Wong","ENGR-7382"
"John Johnson","CSCI-9624"
"John Johnson","MGMT-9350"
"John Johnson","COGS-6330"
"Cheryl Mclaughlin","STSO-5789"
"Cheryl Mclaughlin","ECSE-1864"
"Darren Jordan","CSCI-2137"
"Jessica Mendez","COGS-5132"
"Jessica Mendez","MGMT-4800"
"Jessica Mendez","ECSE-3306"
"Mr. Alan Hamilton DDS","BIOL-4054"
"Jessica Chavez","CHEM-2266"
"Jessica Chavez","ECON-9818"
"Jessica Chavez","PSYC-4598"
"Catherine Adams","CSCI-8365"
"Laura Macias","LANG-8367"
"Laura Macias","MATH-4201"
"Diana Pope","ENGR-4269"
"Diana Pope","CSCI-9200"
"Diana Pope","BIOL-8647"
"Nancy Reid","ARCH-8432"
"Nancy Reid","MGMT-2126"
"Kevin Ross","MGMT-4800"
"Kevin Ross","MATH-4282"
"Kevin Ross","CSCI-1521"
"Jill Marshall","MGMT-7607"
"Jill Marshall","MATH-3933"
"Kristina Roy","ITEC-1345"
"Kristina Roy","PSYC-8075"
"Kristina Roy","COGS-2555"
"Joshua Collins","MATH-3933"
"Anthony Taylor","CHEM-7787"
"Anthony Taylor","MGMT-8047"
"Anthony Taylor","MATH-1668"
"Haley Bradley","LANG-3989"
"Patrick Carter","BIOL-9328"
"Patrick Carter","PSYC-1318"
"Allison Wood","ITEC-2883"
"Allison Wood","LANG-4629"
"Christopher Miller","MATH-2624"
"Christopher Miller","CHEM-4904"
"Joseph Walker","BIOL-6076"
"Joseph Walker","CHEM-2562"
"Sherry Raymond","ECON-5604"
"Sherry Raymond","MGMT-7196"
"Michael Bryant","ITEC-4772"
"Michael Bryant","ARCH-5291"
"Michael Bryant","CHEM-7787"
"Erica Massey","CSCI-3014"
"Erica Massey","MATH-9779"
"Kimberly Brown","ARCH-8221"
"Kimberly Brown","LANG-8456"
"Kimberly Brown","ITEC-5685"
"Jennifer Hendrix","LANG-1270"
"Mr. Ryan Melton Jr.","MATH-8420"
"Mr. Ryan Melton Jr.","CSCI-7722"
"Mr. Ryan Melton Jr.","ENGR-3478"
"Gregory Lee","LANG-7040"
"Gregory Lee","ITEC-2402"
"Teresa Duncan","ECSE-2659"
"Teresa Duncan","ARCH-8147"
"Teresa Duncan","STSO-3508"
"William Reid","ITEC-5685"
"William Reid","ENGR-4339"
"William Reid","COGS-2244"
"Travis Michael","PSYC-1471"
"Travis Michael","CSCI-2400"
